sg337x279.shg.vn,103.69.192.88,401,,,
sg325x281.shg.vn,103.69.192.88,401,,,
sg339x282.shg.vn,103.69.192.88,401,,,
sg336x283.shg.vn,103.69.192.88,401,,,
sg344x284.shg.vn,103.56.159.221,401,,,
sg335x287.shg.vn,103.69.192.88,401,,,
sg352x286.shg.vn,103.69.192.88,401,,,
sg348x288.shg.vn,103.69.192.88,401,,,
dev1.shg.vn,103.69.192.88,403,,,
dev2.shg.vn,103.69.192.88,403,,,
customer.shg.vn,103.69.192.88,403,,,
cdntool.shg.vn,103.56.159.117,403,,,
cdnapi.shg.vn,103.56.159.117,403,,,
sg344laucher1.shg.vn,103.69.192.142,403,,,
sg344admin.shg.vn,103.69.192.143,403,,,
sg344laucher.shg.vn,103.69.192.110,403,,,
sg344game.shg.vn,103.69.192.110,403,,,
sg344test.shg.vn,123.31.11.39,403,,,
sg352resource.shg.vn,103.69.192.41,403,,,
fcmservice.shg.vn,103.69.192.88,404,,,
trackglb.shg.vn,207.148.72.103,404,,,
elogs.shg.vn,103.69.192.88,404,,,
dev-stats-api.shg.vn,103.69.192.88,404,,,
stats-api.shg.vn,103.69.192.88,404,,,
dev-drs.shg.vn,103.69.192.88,404,,,
socket.shg.vn,103.69.192.88,404,,,
socket69.shg.vn,103.56.159.88,404,,,
drs.shg.vn,103.56.159.88,404,,,
queuenoti.shg.vn,103.69.192.88,404,,,
sg353x285.shg.vn,103.69.192.88,404,,,
sg347test.shg.vn,123.31.11.218,404,,,
syssupport.shg.vn,103.69.192.88,500,,,
vip.shg.vn,103.69.192.88,500,,,
testportal.shg.vn,103.69.192.88,503,,,
tool2.shg.vn,103.69.192.88,503,,,
tool2dev.shg.vn,103.69.192.88,503,,,
dev.mqtt.shg.vn,103.69.192.88,503,,,
plflogs.shg.vn,103.69.192.88,503,,,
systest.shg.vn,103.69.192.88,503,,,
scms1.shg.vn,103.69.192.88,503,,,
scms3.shg.vn,103.69.192.88,503,,,
scms4.shg.vn,103.69.192.88,503,,,
scms5.shg.vn,103.69.192.88,503,,,
nap.channeling.shg.vn,103.69.192.88,503,,,
cc.shg.vn,103.69.192.88,503,,,
updatesoap.shg.vn,103.69.192.88,503,,,
updatetaikhoan.shg.vn,103.69.192.88,503,,,
updatetl.shg.vn,103.69.192.88,503,,,
pub.shg.vn,103.69.192.88,503,,,
notifications.shg.vn,103.69.192.88,503,,,
updatenap.shg.vn,103.69.192.88,503,,,
uploadservice.shg.vn,103.69.192.88,503,,,
tlupdatesoap.shg.vn,103.69.192.88,503,,,
grabx212.shg.vn,103.69.192.88,503,,,
jenkins.shg.vn,103.69.192.88,503,,,
thongke.shg.vn,103.69.192.88,503,,,
grafana.shg.vn,103.69.192.88,503,,,
frontendx265.shg.vn,103.69.192.88,503,,,
backendx265.shg.vn,103.69.192.88,503,,,
sg314x271.shg.vn,103.69.192.88,503,,,
sg299x274.shg.vn,103.69.192.88,503,,,
rest.shg.vn,103.56.159.88,503,,,
qtwpdev7.shg.vn,103.56.159.221,503,,,
ns6.synerfy.vn..shg.vn,169.62.159.227,Die,,,
ns7.synerfy.vn..shg.vn,123.30.51.247,Die,,,
ns8.synerfy.vn..shg.vn,210.245.87.125,Die,,,
tracking.shg.vn,103.56.159.77,Die,,,
chatv2.shg.vn,103.56.159.82,Die,,,
sg188nap.shg.vn,103.56.159.89,Die,,,
vmlog.shg.vn,172.16.11.201,Die,,,
ntp.shg.vn,172.16.11.41,Die,,,
s315.ynan.sg54.shg.vn,103.56.159.42,Die,,,
s316.ynan.sg54.shg.vn,103.56.159.42,Die,,,
pssi2.shg.vn,103.56.159.19,Die,,,
vnmanager.shg.vn,103.56.159.19,Die,,,
mhjgm.shg.vn,103.56.159.179,Die,,,
mhjlogin.shg.vn,103.56.159.179,Die,,,
mhjnotice.shg.vn,103.56.159.179,Die,,,
mhjgame.shg.vn,103.56.159.160,Die,,,
xyjynopenapi.shg.vn,103.56.159.188,Die,,,
xyjyngm.shg.vn,103.56.159.187,Die,,,
cdnres-ynjd.shg.vn,103.56.159.69,Die,,,
iosaudit-ynjd.shg.vn,103.92.34.162,Die,,,
ldlhynbztj.shg.vn,103.92.33.51,Die,,,
ldlhynloginpay.shg.vn,103.92.33.51,Die,,,
vn-gjxy-res.shg.vn,103.56.159.108,Die,,,
gitlabv5.shg.vn,172.16.11.165,Die,,,
bao888.shg.vn,10.144.24.52,Die,,,
sg272apk.shg.vn,103.56.159.155,Die,,,
kocdn.shg.vn,158.247.198.219,Die,,,
fbsocket.shg.vn,172.16.11.47,Die,,,
logs.shg.vn,103.56.159.216,Die,,,
cdn-game.shg.vn,103.56.159.87,Die,,,
sg293game.shg.vn,103.56.159.174,Die,,,
sg299submit.shg.vn,123.31.11.214,Die,,,
psslogsvr.shg.vn,104.250.53.191,Die,,,
push.shg.vn,104.250.53.191,Die,,,
sg327game.shg.vn,123.31.11.101,Die,,,
sg299login.shg.vn,123.31.11.169,Die,,,
sg318game.shg.vn,121.36.5.44,Die,,,
sg328game.shg.vn,103.56.159.73,Die,,,
vnlistpss.shg.vn,104.250.53.191,Die,,,
vnauthpss.shg.vn,104.250.53.191,Die,,,
sg327login.shg.vn,103.56.159.116,Die,,,
sg327lobby.shg.vn,103.56.159.116,Die,,,
sg327chat.shg.vn,103.56.159.116,Die,,,
sg327game1.shg.vn,103.56.159.100,Die,,,
sg327game2.shg.vn,103.56.159.102,Die,,,
sg327game3.shg.vn,103.56.159.104,Die,,,
sg327game4.shg.vn,103.56.159.100,Die,,,
sg327game5.shg.vn,103.56.159.102,Die,,,
sg327game6.shg.vn,103.56.159.104,Die,,,
sg328x277.shg.vn,103.69.192.88,Die,,,
sg326login.shg.vn,103.56.159.134,Die,,,
sg337test.shg.vn,123.31.11.254,Die,,,
sg337game.shg.vn,103.56.159.86,Die,,,
sg337dulieu.shg.vn,103.56.159.14,Die,,,
sg337dulieu1.shg.vn,103.56.159.15,Die,,,
sg326api.shg.vn,103.56.159.143,Die,,,
sg326pay.shg.vn,103.56.159.143,Die,,,
sg326admin.shg.vn,103.56.159.143,Die,,,
sg337game1.shg.vn,103.56.159.47,Die,,,
sg337game2.shg.vn,103.56.159.46,Die,,,
sg337game3.shg.vn,103.56.159.72,Die,,,
sg337game4.shg.vn,103.56.159.79,Die,,,
sg337game5.shg.vn,103.56.159.99,Die,,,
sg337game6.shg.vn,103.56.159.93,Die,,,
djcms.shg.vn,103.56.159.148,Die,,,
djsdkbilling.shg.vn,103.56.159.165,Die,,,
djgateway.shg.vn,103.56.159.165,Die,,,
djbillingservice.shg.vn,103.56.159.165,Die,,,
djsdkservice.shg.vn,103.56.159.165,Die,,,
sg337game7.shg.vn,103.56.159.128,Die,,,
sg337game8.shg.vn,103.56.159.129,Die,,,
kong.shg.vn,172.16.11.191,Die,,,
monitor.shg.vn,172.16.11.111,Die,,,
sg328submit.shg.vn,103.56.159.18,Die,,,
sg323friend.shg.vn,103.56.159.165,Die,,,
files-publish.shg.vn,113.190.246.18,Die,,,
wg43.shg.vn,103.56.159.133,Die,,,
sg336game.shg.vn,103.69.192.27,Die,,,
s2.sg336game.shg.vn,103.69.192.28,Die,,,
sg344fight.shg.vn,103.69.192.137,Die,,,
vpnglobal.shg.vn,139.180.152.174,Die,,,
sg352game.shg.vn,103.69.192.40,Die,,,
apitest-sg355.shg.vn,123.31.11.88,Die,,,
sg335game.shg.vn,103.56.159.174,Die,,,
Domain,IP,Status,,,
,,,cdntool.shg.vn,103.56.159.117,waybackarchive
